hotel_id,hotel_name,location,hotel_type,price_per_night,rating,num_reviews,amenities,amenity_count,user_budget,user_pref_loc,user_pref_type,recommended,location_enc,hotel_type_enc,user_pref_loc_enc,user_pref_type_enc
607,Hotel_0607,Jaipur,Mid-range,3646.0,3.2,1643.0,"Restaurant,Bar,Room Service,WiFi,Spa",5,3616.0,Bangalore,Mid-range,0,6,3,1,3
608,Hotel_0608,Hyderabad,Luxury,15709.0,3.9,931.0,"Restaurant,Spa,Pool,Concierge,WiFi",5,16090.0,Bangalore,Resort,0,5,2,1,4
609,Hotel_0609,Udaipur,Boutique,7321.0,4.0,1030.0,"Beach Access,Spa,Restaurant,WiFi,Gym",5,17575.0,Kolkata,Budget,1,9,0,7,1
610,Hotel_0610,Agra,Boutique,7723.0,3.7,1414.0,"WiFi,Gym",2,9932.0,Agra,Budget,0,0,0,0,1
611,Hotel_0611,Bangalore,Boutique,6916.0,4.1,283.0,"Room Service,Parking,Gym,Restaurant,Beach Access",5,10286.0,Goa,Resort,1,1,0,4,4
612,Hotel_0612,Jaipur,Luxury,15556.0,3.6,984.0,"Spa,Beach Access,Restaurant",3,9716.0,Delhi,Luxury,0,6,2,3,2
613,Hotel_0613,Goa,Resort,18359.0,3.3,736.0,"Bar,Beach Access,WiFi,Pool,Restaurant",5,10628.0,Mumbai,Resort,0,4,4,8,4
614,Hotel_0614,Chennai,Mid-range,2759.0,4.9,1320.0,"Concierge,Room Service,Bar,Gym",4,15031.0,Mumbai,Boutique,1,2,3,8,0
615,Hotel_0615,Hyderabad,Resort,20771.0,4.5,870.0,"Room Service,Parking,Beach Access,Pool,Gym",5,6144.0,Goa,Boutique,0,5,4,4,0
616,Hotel_0616,Goa,Resort,15596.0,3.3,1508.0,"Restaurant,Spa,Bar",3,6173.0,Chennai,Luxury,0,4,4,2,2
617,Hotel_0617,Bangalore,Mid-range,2680.0,4.2,1227.0,"Bar,Room Service",2,17479.0,Jaipur,Luxury,0,1,3,6,2
618,Hotel_0618,Bangalore,Mid-range,3931.0,3.3,354.0,"Concierge,WiFi,Bar,Spa",4,15523.0,Bangalore,Boutique,0,1,3,1,0
619,Hotel_0619,Hyderabad,Budget,1539.0,3.0,383.0,"Restaurant,Room Service",2,10414.0,Kolkata,Boutique,0,5,1,7,0
620,Hotel_0620,Agra,Budget,947.0,4.5,1756.0,"Bar,WiFi,Spa,Concierge,Parking",5,4814.0,Udaipur,Budget,1,0,1,9,1
621,Hotel_0621,Delhi,Luxury,19945.0,2.6,1044.0,"Gym,WiFi,Concierge,Restaurant",4,17266.0,Bangalore,Luxury,0,3,2,1,2
622,Hotel_0622,Agra,Luxury,9113.0,4.4,558.0,"Pool,WiFi,Parking,Spa",4,16005.0,Kolkata,Boutique,1,0,2,7,0
623,Hotel_0623,Mumbai,Budget,1362.0,3.6,295.0,"Bar,Spa,Parking,Restaurant,Concierge,Room Service",6,6917.0,Chennai,Budget,0,8,1,2,1
624,Hotel_0624,Chennai,Luxury,12173.0,3.7,265.0,"Spa,Gym,Restaurant",3,10427.0,Kolkata,Boutique,0,2,2,7,0
625,Hotel_0625,Delhi,Resort,22152.0,4.1,1840.0,"Beach Access,Room Service,WiFi,Spa",4,8420.0,Mumbai,Resort,0,3,4,8,4
626,Hotel_0626,Agra,Mid-range,5100.0,4.2,1952.0,"Spa,Pool,Restaurant,Gym,WiFi",5,15412.0,Kolkata,Budget,1,0,3,7,1
627,Hotel_0627,Hyderabad,Mid-range,5198.0,3.2,793.0,"WiFi,Pool,Concierge,Spa",4,12839.0,Hyderabad,Resort,0,5,3,5,4
628,Hotel_0628,Goa,Mid-range,3329.0,4.3,984.0,"Gym,Beach Access,Spa",3,9636.0,Kolkata,Luxury,1,4,3,7,2
629,Hotel_0629,Kolkata,Luxury,17836.0,3.9,843.0,"Spa,WiFi,Gym,Bar",4,17471.0,Udaipur,Mid-range,0,7,2,9,3
630,Hotel_0630,Udaipur,Mid-range,5404.0,2.9,281.0,"Pool,Spa",2,11539.0,Hyderabad,Resort,0,9,3,5,4
631,Hotel_0631,Bangalore,Resort,15885.0,3.7,1103.0,"Beach Access,WiFi,Concierge,Room Service,Restaurant,Parking",6,9486.0,Agra,Resort,0,1,4,0,4
632,Hotel_0632,Kolkata,Mid-range,4410.0,4.8,1255.0,"Gym,Parking,WiFi,Room Service,Pool,Restaurant",6,16791.0,Kolkata,Boutique,1,7,3,7,0
633,Hotel_0633,Bangalore,Luxury,6519.0,5.0,984.0,"Pool,Room Service",2,8921.0,Jaipur,Luxury,0,1,2,6,2
634,Hotel_0634,Hyderabad,Mid-range,5161.0,4.3,644.0,"Beach Access,Restaurant,Parking",3,8400.0,Udaipur,Budget,1,5,3,9,1
635,Hotel_0635,Chennai,Budget,2433.0,3.0,403.0,"Spa,Room Service,WiFi,Concierge,Parking,Beach Access",6,7910.0,Kolkata,Boutique,0,2,1,7,0
636,Hotel_0636,Hyderabad,Resort,16033.0,4.1,275.0,"Spa,Restaurant,Room Service,WiFi,Gym",5,5134.0,Chennai,Mid-range,0,5,4,2,3
637,Hotel_0637,Kolkata,Mid-range,4391.0,4.4,760.0,"WiFi,Parking,Spa",3,6107.0,Chennai,Resort,1,7,3,2,4
638,Hotel_0638,Kolkata,Mid-range,4247.0,4.3,1206.0,"Room Service,Beach Access,Gym,Concierge,Spa",5,3001.0,Goa,Resort,0,7,3,4,4
639,Hotel_0639,Mumbai,Resort,9404.0,4.3,142.0,"Parking,WiFi,Gym,Concierge,Restaurant",5,13514.0,Kolkata,Budget,1,8,4,7,1
640,Hotel_0640,Udaipur,Boutique,6545.0,4.1,1520.0,"WiFi,Bar,Concierge,Room Service,Spa",5,11234.0,Jaipur,Luxury,1,9,0,6,2
641,Hotel_0641,Delhi,Resort,6545.0,3.7,925.0,"Restaurant,Beach Access",2,16887.0,Delhi,Budget,0,3,4,3,1
642,Hotel_0642,Goa,Boutique,9495.0,3.4,1588.0,"Gym,Parking,WiFi,Bar",4,11582.0,Jaipur,Resort,0,4,0,6,4
643,Hotel_0643,Chennai,Boutique,9508.0,2.5,932.0,"Pool,Gym,Concierge",3,2826.0,Agra,Resort,0,2,0,0,4
644,Hotel_0644,Udaipur,Luxury,12885.0,4.0,319.0,"Concierge,Spa,Beach Access,Room Service,Bar",5,11741.0,Goa,Luxury,1,9,2,4,2
645,Hotel_0645,Kolkata,Resort,24302.0,3.9,52.0,"Beach Access,Parking,Pool,Concierge,Restaurant",5,4391.0,Kolkata,Mid-range,0,7,4,7,3
646,Hotel_0646,Delhi,Mid-range,4350.0,4.2,1118.0,"Gym,Restaurant,Room Service",3,2113.0,Jaipur,Boutique,0,3,3,6,0
647,Hotel_0647,Bangalore,Luxury,14988.0,2.9,1083.0,"Room Service,Pool",2,12432.0,Bangalore,Budget,0,1,2,1,1
648,Hotel_0648,Delhi,Luxury,14427.0,4.3,1629.0,"Restaurant,Parking,Bar,Room Service",4,1952.0,Goa,Budget,0,3,2,4,1
649,Hotel_0649,Chennai,Boutique,9990.0,5.0,1755.0,"Restaurant,Bar",2,8250.0,Agra,Mid-range,0,2,0,0,3
650,Hotel_0650,Hyderabad,Boutique,8162.0,3.9,330.0,"Concierge,Pool,Bar,Restaurant,WiFi",5,16274.0,Delhi,Boutique,0,5,0,3,0
651,Hotel_0651,Hyderabad,Luxury,6545.0,3.8,636.0,"Room Service,Concierge,Pool,WiFi,Bar",5,5725.0,Kolkata,Boutique,0,5,2,7,0
652,Hotel_0652,Hyderabad,Resort,9221.0,4.0,423.0,"Gym,Room Service,Restaurant,Concierge,Beach Access",5,12975.0,Udaipur,Luxury,1,5,4,9,2
653,Hotel_0653,Hyderabad,Mid-range,3934.0,5.0,222.0,"Concierge,Pool,Restaurant,Room Service,Bar",5,7714.0,Delhi,Boutique,1,5,3,3,0
654,Hotel_0654,Agra,Boutique,6609.0,3.1,14.0,"Room Service,Gym,Bar,Restaurant",4,3369.0,Hyderabad,Boutique,0,0,0,5,0
655,Hotel_0655,Agra,Luxury,15360.0,3.9,173.0,"Spa,Bar",2,4750.0,Kolkata,Luxury,0,0,2,7,2
656,Hotel_0656,Bangalore,Luxury,12742.0,3.2,1054.0,"Gym,Restaurant",2,2731.0,Goa,Budget,0,1,2,4,1
657,Hotel_0657,Goa,Resort,16748.0,3.4,312.0,"WiFi,Room Service,Parking,Gym",4,3990.0,Delhi,Boutique,0,4,4,3,0
658,Hotel_0658,Mumbai,Resort,23668.0,3.8,397.0,"Spa,Pool",2,4170.0,Agra,Resort,0,8,4,0,4
659,Hotel_0659,Bangalore,Budget,1369.0,4.7,244.0,"WiFi,Room Service,Gym",3,16073.0,Delhi,Budget,1,1,1,3,1
660,Hotel_0660,Chennai,Mid-range,4227.0,5.0,1451.0,"Spa,Beach Access,Pool,WiFi,Room Service",5,14814.0,Agra,Boutique,1,2,3,0,0
661,Hotel_0661,Kolkata,Budget,1747.0,4.1,1275.0,"Parking,Room Service,Beach Access,Restaurant,Gym",5,7330.0,Kolkata,Mid-range,1,7,1,7,3
662,Hotel_0662,Udaipur,Resort,15961.0,3.5,1924.0,"Beach Access,Gym,WiFi,Room Service,Bar",5,13430.0,Udaipur,Resort,0,9,4,9,4
663,Hotel_0663,Chennai,Budget,2445.0,3.8,231.0,"Spa,Pool,Restaurant,Room Service,Concierge,WiFi",6,4871.0,Bangalore,Mid-range,0,2,1,1,3
664,Hotel_0664,Agra,Mid-range,5867.0,3.5,425.0,"Room Service,Spa,Concierge,Restaurant,WiFi",5,12037.0,Mumbai,Budget,0,0,3,8,1
665,Hotel_0665,Chennai,Luxury,13183.0,3.4,916.0,"Spa,Beach Access,Gym,WiFi",4,4839.0,Kolkata,Luxury,0,2,2,7,2
666,Hotel_0666,Udaipur,Resort,15659.0,2.6,1301.0,"Bar,Concierge,Pool,Gym",4,12073.0,Goa,Luxury,0,9,4,4,2
667,Hotel_0667,Udaipur,Luxury,14245.0,4.8,268.0,"Restaurant,Parking,Spa",3,7401.0,Chennai,Boutique,0,9,2,2,0
668,Hotel_0668,Jaipur,Boutique,4266.0,4.5,431.0,"Bar,Concierge,Parking,Restaurant,Room Service",5,15671.0,Jaipur,Budget,1,6,0,6,1
669,Hotel_0669,Udaipur,Boutique,5981.0,5.0,848.0,"Concierge,Spa,Gym,Room Service",4,15278.0,Goa,Boutique,1,9,0,4,0
670,Hotel_0670,Udaipur,Budget,1168.0,2.8,45.0,"Beach Access,Pool,Bar",3,7002.0,Hyderabad,Budget,0,9,1,5,1
671,Hotel_0671,Goa,Boutique,4008.0,4.8,796.0,"Parking,Beach Access,Spa,Gym",4,2178.0,Chennai,Boutique,0,4,0,2,0
672,Hotel_0672,Bangalore,Resort,9618.0,3.8,1519.0,"Concierge,Gym,Restaurant",3,6816.0,Kolkata,Resort,0,1,4,7,4
673,Hotel_0673,Delhi,Resort,17980.0,4.4,1058.0,"WiFi,Bar,Beach Access",3,6152.0,Kolkata,Mid-range,0,3,4,7,3
674,Hotel_0674,Agra,Budget,800.0,2.6,873.0,"Bar,Room Service,Gym,Pool,Restaurant,Beach Access",6,8519.0,Kolkata,Boutique,0,0,1,7,0
675,Hotel_0675,Jaipur,Resort,18984.0,4.8,980.0,"Concierge,Restaurant",2,10976.0,Goa,Mid-range,0,6,4,4,3
676,Hotel_0676,Chennai,Resort,15343.0,3.8,1894.0,"Concierge,WiFi,Spa",3,17829.0,Hyderabad,Resort,0,2,4,5,4
677,Hotel_0677,Bangalore,Luxury,11130.0,3.8,1045.0,"Parking,Spa,Bar,Beach Access,WiFi,Room Service",6,2535.0,Bangalore,Budget,0,1,2,1,1
678,Hotel_0678,Goa,Budget,2107.0,4.3,1073.0,"WiFi,Room Service,Parking,Restaurant,Concierge",5,10655.0,Agra,Budget,1,4,1,0,1
679,Hotel_0679,Jaipur,Luxury,13542.0,3.3,1862.0,"Concierge,Spa",2,4331.0,Udaipur,Mid-range,0,6,2,9,3
680,Hotel_0680,Chennai,Boutique,8134.0,3.4,323.0,"Beach Access,Bar,Gym,WiFi",4,10523.0,Chennai,Mid-range,0,2,0,2,3
681,Hotel_0681,Delhi,Resort,20061.0,3.5,200.0,"Bar,Restaurant,WiFi",3,12007.0,Delhi,Mid-range,0,3,4,3,3
682,Hotel_0682,Hyderabad,Budget,6545.0,2.5,905.0,"WiFi,Bar,Room Service",3,14858.0,Agra,Mid-range,0,5,1,0,3
683,Hotel_0683,Goa,Boutique,4508.0,4.4,643.0,"Parking,Room Service,Bar",3,10739.0,Chennai,Resort,1,4,0,2,4
684,Hotel_0684,Bangalore,Boutique,6989.0,4.6,413.0,"Parking,Beach Access,Spa,Restaurant,Concierge",5,4438.0,Udaipur,Budget,0,1,0,9,1
685,Hotel_0685,Mumbai,Budget,2458.0,3.3,247.0,"Spa,Restaurant",2,16575.0,Mumbai,Resort,0,8,1,8,4
686,Hotel_0686,Delhi,Boutique,4079.0,4.0,1757.0,"Beach Access,Bar,Gym,Spa,Parking,Room Service",6,8189.0,Goa,Boutique,1,3,0,4,0
687,Hotel_0687,Bangalore,Luxury,7477.0,3.6,1232.0,"Parking,Pool",2,9412.0,Bangalore,Boutique,0,1,2,1,0
688,Hotel_0688,Hyderabad,Luxury,19175.0,4.0,1384.0,"WiFi,Spa,Concierge,Gym,Bar",5,12082.0,Udaipur,Budget,0,5,2,9,1
689,Hotel_0689,Udaipur,Luxury,19535.0,3.4,244.0,"Parking,Gym,Concierge",3,5872.0,Jaipur,Boutique,0,9,2,6,0
690,Hotel_0690,Agra,Resort,10845.0,3.2,689.0,"Beach Access,Restaurant,WiFi,Parking,Pool,Room Service",6,17802.0,Delhi,Budget,0,0,4,3,1
691,Hotel_0691,Bangalore,Boutique,5811.0,4.5,1245.0,"Restaurant,Pool,Concierge,Room Service,Gym,WiFi",6,2235.0,Kolkata,Budget,0,1,0,7,1
692,Hotel_0692,Kolkata,Resort,18652.0,3.8,1060.0,"Restaurant,Bar,WiFi,Beach Access,Parking",5,4048.0,Delhi,Resort,0,7,4,3,4
693,Hotel_0693,Bangalore,Boutique,4366.0,5.0,1392.0,"Room Service,Pool,Beach Access,WiFi,Gym,Restaurant",6,17837.0,Jaipur,Resort,1,1,0,6,4
694,Hotel_0694,Delhi,Boutique,5283.0,3.8,1342.0,"Bar,Restaurant,Concierge,Beach Access,Pool",5,8958.0,Agra,Budget,0,3,0,0,1
695,Hotel_0695,Chennai,Budget,1471.0,3.8,832.0,"Room Service,Concierge,Pool",3,16238.0,Jaipur,Luxury,0,2,1,6,2
696,Hotel_0696,Kolkata,Mid-range,4745.0,4.7,1567.0,"Beach Access,Bar,WiFi,Room Service",4,16442.0,Jaipur,Luxury,1,7,3,6,2
697,Hotel_0697,Hyderabad,Resort,13237.0,4.2,526.0,"Concierge,Pool,Parking,Gym,Restaurant",5,17841.0,Mumbai,Resort,1,5,4,8,4
698,Hotel_0698,Delhi,Luxury,11771.0,3.8,169.0,"Gym,Room Service",2,13471.0,Jaipur,Luxury,0,3,2,6,2
699,Hotel_0699,Hyderabad,Budget,1292.0,4.6,1827.0,"WiFi,Gym,Pool,Beach Access",4,12774.0,Agra,Resort,1,5,1,0,4
700,Hotel_0700,Goa,Budget,2091.0,3.3,54.0,"WiFi,Spa,Pool,Restaurant,Beach Access,Parking",6,11627.0,Agra,Budget,0,4,1,0,1
701,Hotel_0701,Bangalore,Luxury,8142.0,3.8,574.0,"Restaurant,Beach Access,Parking,Pool,Room Service,Concierge",6,12774.0,Agra,Boutique,0,1,2,0,0
702,Hotel_0702,Mumbai,Resort,11921.0,3.7,237.0,"Room Service,Pool,Beach Access,Restaurant",4,5742.0,Goa,Luxury,0,8,4,4,2
703,Hotel_0703,Bangalore,Budget,1224.0,2.9,984.0,"WiFi,Pool",2,14950.0,Mumbai,Resort,0,1,1,8,4
704,Hotel_0704,Jaipur,Budget,2339.0,3.6,796.0,"Parking,Restaurant,Spa,Beach Access",4,4588.0,Bangalore,Luxury,0,6,1,1,2
705,Hotel_0705,Delhi,Budget,2405.0,4.7,267.0,"Spa,Concierge",2,9412.0,Bangalore,Mid-range,0,3,1,1,3
706,Hotel_0706,Goa,Luxury,13002.0,4.0,938.0,"Restaurant,Spa",2,7674.0,Mumbai,Resort,0,4,2,8,4
707,Hotel_0707,Chennai,Budget,1065.0,3.8,1855.0,"Spa,Beach Access",2,14064.0,Hyderabad,Mid-range,0,2,1,5,3
708,Hotel_0708,Mumbai,Luxury,16585.0,2.7,281.0,"Pool,Concierge,Parking,Spa,Bar",5,5709.0,Chennai,Mid-range,0,8,2,2,3
709,Hotel_0709,Udaipur,Luxury,12889.0,5.0,1853.0,"Gym,Spa,Concierge,Restaurant,Pool",5,4907.0,Hyderabad,Luxury,0,9,2,5,2
710,Hotel_0710,Goa,Luxury,17896.0,3.7,828.0,"Concierge,Bar",2,14839.0,Delhi,Mid-range,0,4,2,3,3
711,Hotel_0711,Hyderabad,Resort,14119.0,3.3,1188.0,"WiFi,Spa,Parking,Beach Access,Pool",5,9533.0,Kolkata,Boutique,0,5,4,7,0
712,Hotel_0712,Kolkata,Luxury,19983.0,3.6,888.0,"Gym,Beach Access",2,13391.0,Mumbai,Resort,0,7,2,8,4
713,Hotel_0713,Hyderabad,Resort,21719.0,2.8,640.0,"Concierge,Spa,Room Service,Parking",4,16001.0,Hyderabad,Mid-range,0,5,4,5,3
714,Hotel_0714,Bangalore,Resort,11807.0,4.8,227.0,"Spa,Beach Access",2,15280.0,Udaipur,Budget,0,1,4,9,1
715,Hotel_0715,Delhi,Boutique,8078.0,3.5,1190.0,"Parking,Bar,Spa,WiFi",4,8098.0,Bangalore,Mid-range,0,3,0,1,3
716,Hotel_0716,Delhi,Resort,12877.0,4.8,1834.0,"Pool,Gym,Beach Access,Restaurant",4,4322.0,Goa,Budget,0,3,4,4,1
717,Hotel_0717,Bangalore,Luxury,10897.0,3.8,1046.0,"Restaurant,Spa,Bar",3,17340.0,Jaipur,Mid-range,0,1,2,6,3
718,Hotel_0718,Chennai,Luxury,6545.0,4.8,1202.0,"Parking,Pool,Bar",3,6614.0,Chennai,Mid-range,1,2,2,2,3
719,Hotel_0719,Kolkata,Mid-range,4887.0,4.0,1291.0,"Beach Access,Restaurant,Room Service,Parking",4,14191.0,Chennai,Resort,1,7,3,2,4
720,Hotel_0720,Hyderabad,Luxury,9680.0,4.4,783.0,"Pool,WiFi,Bar,Room Service",4,14181.0,Delhi,Budget,1,5,2,3,1
721,Hotel_0721,Agra,Budget,6545.0,4.3,249.0,"Restaurant,WiFi",2,8803.0,Goa,Budget,0,0,1,4,1
722,Hotel_0722,Udaipur,Boutique,7077.0,4.2,1018.0,"WiFi,Parking,Restaurant,Beach Access,Pool",5,4198.0,Chennai,Budget,0,9,0,2,1
723,Hotel_0723,Goa,Boutique,8255.0,4.0,1739.0,"Beach Access,Room Service,Restaurant,Spa,Bar,Gym",6,9290.0,Kolkata,Boutique,1,4,0,7,0
724,Hotel_0724,Jaipur,Budget,2488.0,3.6,635.0,"Restaurant,WiFi,Bar,Beach Access",4,3902.0,Kolkata,Boutique,0,6,1,7,0
725,Hotel_0725,Agra,Resort,8149.0,5.0,1744.0,"Gym,Pool",2,7310.0,Kolkata,Mid-range,0,0,4,7,3
726,Hotel_0726,Hyderabad,Budget,2483.0,3.2,1710.0,"Spa,Pool,Restaurant,Concierge,Parking,Room Service",6,7820.0,Jaipur,Luxury,0,5,1,6,2
727,Hotel_0727,Jaipur,Resort,9859.0,3.8,497.0,"Beach Access,Room Service,Spa,Parking",4,10051.0,Chennai,Mid-range,0,6,4,2,3
728,Hotel_0728,Udaipur,Budget,1695.0,3.8,1154.0,"Gym,Room Service,Restaurant,Concierge",4,4576.0,Goa,Luxury,0,9,1,4,2
729,Hotel_0729,Delhi,Luxury,6545.0,4.1,1497.0,"Bar,Beach Access,Concierge,Parking,WiFi,Spa",6,15456.0,Bangalore,Luxury,1,3,2,1,2
730,Hotel_0730,Kolkata,Resort,6545.0,3.5,984.0,"Restaurant,Beach Access,Parking,Concierge",4,2801.0,Goa,Mid-range,0,7,4,4,3
731,Hotel_0731,Agra,Resort,20269.0,3.8,1401.0,"WiFi,Concierge,Bar,Parking,Pool",5,17763.0,Jaipur,Resort,0,0,4,6,4
732,Hotel_0732,Chennai,Luxury,18039.0,3.7,1822.0,"WiFi,Concierge,Restaurant,Gym,Spa,Room Service",6,6660.0,Delhi,Budget,0,2,2,3,1
733,Hotel_0733,Kolkata,Boutique,5813.0,2.7,1258.0,"Parking,Spa",2,9577.0,Bangalore,Resort,0,7,0,1,4
734,Hotel_0734,Mumbai,Resort,23859.0,3.8,1677.0,"Spa,Concierge,Beach Access,Gym,Bar,Pool",6,15947.0,Delhi,Resort,0,8,4,3,4
735,Hotel_0735,Kolkata,Mid-range,3628.0,3.0,1603.0,"Bar,WiFi,Concierge",3,12294.0,Jaipur,Budget,0,7,3,6,1
736,Hotel_0736,Bangalore,Resort,11465.0,2.6,1627.0,"Concierge,Restaurant",2,2432.0,Jaipur,Resort,0,1,4,6,4
737,Hotel_0737,Agra,Resort,14445.0,3.8,1706.0,"Bar,Gym,Pool,Beach Access",4,11467.0,Delhi,Resort,0,0,4,3,4
738,Hotel_0738,Goa,Mid-range,4349.0,4.1,458.0,"Gym,Spa,Restaurant,Bar,WiFi,Beach Access",6,10840.0,Delhi,Boutique,1,4,3,3,0
739,Hotel_0739,Goa,Resort,19358.0,3.8,46.0,"Beach Access,Room Service,Bar,WiFi,Restaurant",5,16888.0,Chennai,Boutique,0,4,4,2,0
740,Hotel_0740,Goa,Boutique,8829.0,4.2,314.0,"Parking,Room Service,Spa,Beach Access",4,10789.0,Bangalore,Budget,1,4,0,1,1
741,Hotel_0741,Kolkata,Boutique,4573.0,2.4,506.0,"Spa,Parking",2,17870.0,Udaipur,Budget,0,7,0,9,1
742,Hotel_0742,Agra,Resort,13154.0,2.8,1383.0,"Gym,Parking,Pool,Beach Access,Spa,Concierge",6,10258.0,Delhi,Budget,0,0,4,3,1
743,Hotel_0743,Goa,Resort,23957.0,5.0,1024.0,"WiFi,Parking",2,4673.0,Jaipur,Luxury,0,4,4,6,2
744,Hotel_0744,Bangalore,Mid-range,4039.0,3.1,942.0,"Spa,Bar,WiFi,Pool,Beach Access",5,9840.0,Udaipur,Resort,0,1,3,9,4
745,Hotel_0745,Hyderabad,Resort,12106.0,4.2,28.0,"Beach Access,Parking,Concierge,Spa,Pool",5,16636.0,Delhi,Resort,1,5,4,3,4
746,Hotel_0746,Chennai,Mid-range,5949.0,3.3,1370.0,"WiFi,Spa,Room Service",3,1784.0,Jaipur,Mid-range,0,2,3,6,3
747,Hotel_0747,Jaipur,Luxury,12285.0,3.9,984.0,"Pool,Parking,Spa,Room Service",4,8082.0,Jaipur,Mid-range,0,6,2,6,3
748,Hotel_0748,Agra,Mid-range,5947.0,3.4,1523.0,"WiFi,Spa,Concierge",3,2282.0,Chennai,Budget,0,0,3,2,1
749,Hotel_0749,Jaipur,Mid-range,5717.0,4.2,234.0,"Restaurant,Room Service,Gym,Concierge,Parking,Pool",6,15391.0,Udaipur,Mid-range,1,6,3,9,3
750,Hotel_0750,Kolkata,Budget,2340.0,3.9,597.0,"Pool,Restaurant,Bar,Gym,Room Service,Spa",6,9934.0,Chennai,Mid-range,0,7,1,2,3
751,Hotel_0751,Agra,Boutique,7072.0,3.5,118.0,"Gym,Room Service,Bar",3,13316.0,Goa,Mid-range,0,0,0,4,3
752,Hotel_0752,Bangalore,Budget,2157.0,3.1,576.0,"Pool,Concierge,Spa,Parking",4,17477.0,Goa,Budget,0,1,1,4,1
753,Hotel_0753,Agra,Budget,2432.0,4.0,1847.0,"Concierge,Spa,Restaurant,Bar,Parking",5,15232.0,Kolkata,Mid-range,1,0,1,7,3
754,Hotel_0754,Agra,Boutique,4883.0,3.8,986.0,"Concierge,Restaurant,WiFi",3,8231.0,Bangalore,Boutique,0,0,0,1,0
755,Hotel_0755,Jaipur,Luxury,6528.0,4.1,884.0,"Parking,Room Service,WiFi,Pool",4,16925.0,Kolkata,Mid-range,1,6,2,7,3
756,Hotel_0756,Goa,Luxury,10491.0,5.0,554.0,"Spa,Parking,Pool,WiFi",4,9293.0,Goa,Boutique,1,4,2,4,0
757,Hotel_0757,Delhi,Resort,18827.0,4.7,537.0,"Gym,Beach Access,Bar,Room Service",4,17646.0,Mumbai,Budget,1,3,4,8,1
758,Hotel_0758,Mumbai,Mid-range,4415.0,4.3,1337.0,"Gym,Bar,Concierge,Restaurant,Room Service",5,17704.0,Chennai,Resort,1,8,3,2,4
759,Hotel_0759,Agra,Budget,936.0,3.8,1970.0,"WiFi,Bar",2,5156.0,Bangalore,Budget,0,0,1,1,1
760,Hotel_0760,Jaipur,Resort,17533.0,2.4,1495.0,"Beach Access,Bar",2,14355.0,Goa,Mid-range,0,6,4,4,3
761,Hotel_0761,Kolkata,Budget,1096.0,2.9,1476.0,"Concierge,Gym,Room Service,Beach Access,Pool,Parking",6,13015.0,Goa,Boutique,0,7,1,4,0
762,Hotel_0762,Bangalore,Luxury,13077.0,4.7,949.0,"Restaurant,Beach Access",2,14206.0,Delhi,Resort,0,1,2,3,4
763,Hotel_0763,Goa,Boutique,7029.0,3.2,206.0,"Room Service,Pool,Restaurant,Bar",4,4268.0,Bangalore,Luxury,0,4,0,1,2
764,Hotel_0764,Udaipur,Boutique,7456.0,3.3,1450.0,"Bar,Gym,Beach Access,Parking,Pool",5,9828.0,Agra,Resort,0,9,0,0,4
765,Hotel_0765,Kolkata,Mid-range,6545.0,3.7,1619.0,"Room Service,Parking,Pool,Spa",4,3999.0,Goa,Resort,0,7,3,4,4
766,Hotel_0766,Bangalore,Resort,14941.0,3.1,1025.0,"WiFi,Pool",2,16315.0,Hyderabad,Resort,0,1,4,5,4
767,Hotel_0767,Mumbai,Resort,19535.0,2.9,192.0,"Parking,Pool,Spa,Bar",4,15909.0,Jaipur,Luxury,0,8,4,6,2
768,Hotel_0768,Udaipur,Luxury,16488.0,3.8,1428.0,"Restaurant,Concierge",2,11089.0,Mumbai,Luxury,0,9,2,8,2
769,Hotel_0769,Mumbai,Budget,2173.0,3.2,1842.0,"Bar,Gym,Parking,Room Service,Pool,Concierge",6,3642.0,Udaipur,Budget,0,8,1,9,1
770,Hotel_0770,Mumbai,Mid-range,3667.0,3.8,457.0,"Restaurant,Room Service,Bar,Beach Access,Gym",5,12335.0,Agra,Boutique,0,8,3,0,0
771,Hotel_0771,Goa,Resort,6545.0,3.3,984.0,"Gym,Parking,Bar,Room Service,Spa",5,8748.0,Bangalore,Luxury,0,4,4,1,2
772,Hotel_0772,Agra,Boutique,6545.0,4.2,1480.0,"WiFi,Spa,Gym",3,14494.0,Delhi,Mid-range,1,0,0,3,3
773,Hotel_0773,Kolkata,Budget,1696.0,3.6,670.0,"Bar,Restaurant,Concierge",3,3138.0,Agra,Budget,0,7,1,0,1
774,Hotel_0774,Mumbai,Resort,10162.0,3.8,1433.0,"Room Service,Pool,Bar,Spa,Gym",5,8208.0,Mumbai,Resort,0,8,4,8,4
775,Hotel_0775,Agra,Boutique,6010.0,4.2,1409.0,"Beach Access,Restaurant,Bar,Parking,WiFi",5,7466.0,Udaipur,Resort,1,0,0,9,4
776,Hotel_0776,Agra,Boutique,4320.0,3.7,540.0,"WiFi,Bar,Gym,Restaurant,Room Service,Parking",6,17228.0,Delhi,Boutique,0,0,0,3,0
777,Hotel_0777,Kolkata,Luxury,13453.0,3.6,94.0,"Concierge,Beach Access,Pool",3,6421.0,Udaipur,Boutique,0,7,2,9,0
778,Hotel_0778,Mumbai,Budget,2245.0,4.1,984.0,"Spa,Bar,Concierge",3,17802.0,Agra,Boutique,1,8,1,0,0
